39, State-gov,2, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,11,1,40, United-States, <=50K
37, Private,1, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, >50K
36, State-gov,1, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,36,1,39, United-States, >50K
27, Private,1, Bachelors,13, Never-married, Tech-support, Not-in-family, Black, Female,0,1,40, France, <=50K
54, Private,1, 5th-6th,3, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Male,0,1,40, Mexico, <=50K
48, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-10,1,40, United-States, >50K
29, Private,1, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,1,30, United-States, <=50K
29, Private,1, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,38, United-States, <=50K
37, Private,1, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0,1,47, United-States, <=50K
55, Self-emp-inc,1, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1,40, United-States, <=50K
67, Private,1, HS-grad,9, Married-civ-spouse, Priv-house-serv, Wife, Black, Female,0,1,20, United-States, <=50K
51, Private,1, HS-grad,9, Widowed, Handlers-cleaners, Not-in-family, White, Male,0,1,30, United-States, <=50K
35, Private,1, Masters,14, Never-married, Prof-specialty, Unmarried, White, Female,0,1,32, United-States, <=50K
41, Private,1, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, ?, <=50K
64, Self-emp-not-inc,1, HS-grad,9, Widowed, Other-service, Other-relative, White, Female,0,1,40, United-States, <=50K
23, Private,1, 5th-6th,3, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,1,55, Mexico, <=50K
49, Private,1, Bachelors,13, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,1,35, Philippines, <=50K
38, Self-emp-not-inc,1, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,70, United-States, <=50K
62, Private,1, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Black, Female,0,1,40, United-States, <=50K
62, Self-emp-not-inc,1, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,10, United-States, <=50K
70, ?,1, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,1,14, United-States, <=50K
45, Self-emp-not-inc,1, Masters,14, Divorced, Craft-repair, Not-in-family, White, Male,0,1,40, United-States, <=50K
20, Private,1, Assoc-acdm,12, Never-married, Sales, Own-child, White, Female,0,1,40, United-States, <=50K
38, Private,1, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,48, United-States, <=50K
50, Self-emp-inc,1, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1,40, United-States, <=50K
40, Private,1, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,1,55, United-States, >50K
30, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,70, United-States, <=50K
52, Federal-gov,1, Some-college,10, Separated, Exec-managerial, Not-in-family, White, Female,0,1,40, United-States, <=50K
28, Self-emp-not-inc,1, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,1,50, United-States, >50K
62, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,30, United-States, <=50K
31, Private,1, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,1,40, United-States, <=50K
40, Private,1, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, United-States, >50K
34, Private,1, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,-8,1,40, United-States, <=50K
53, Private,1, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1,40, United-States, >50K
42, Private,1, 12th,8, Never-married, Farming-fishing, Own-child, White, Male,0,1,40, United-States, <=50K
26, Private,1, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,1,25, United-States, <=50K
51, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,40, United-States, >50K
49, Private,1, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,50, United-States, >50K
43, Private,1, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,40, United-States, <=50K
42, Private,1, Some-college,10, Divorced, Farming-fishing, Not-in-family, White, Male,0,1,40, United-States, <=50K
31, Private,1, 11th,7, Married-spouse-absent, Sales, Own-child, Asian-Pac-Islander, Female,0,1,40, India, <=50K
26, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,1,40, United-States, <=50K
50, Private,1, Bachelors,13, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,1,40, Philippines, <=50K
35, Private,1, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,40, United-States, <=50K
37, Private,1, Some-college,10, Never-married, Tech-support, Other-relative, White, Female,0,1,40, United-States, <=50K
53, ?,1, HS-grad,9, Never-married, ?, Not-in-family, White, Male,-8,1,35, United-States, <=50K
20, Private,1, Some-college,10, Never-married, Sales, Own-child, White, Male,0,1,16, United-States, <=50K
31, Local-gov,1, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,40, United-States, >50K
28, Private,1, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,1,35, United-States, <=50K
46, Private,1, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Black, Male,0,1,40, United-States, >50K
21, Private,1, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,1,8, United-States, <=50K
41, Self-emp-not-inc,1, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,36,1,70, United-States, >50K
30, Private,1, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,1,70, United-States, >50K
66, Self-emp-inc,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,70, United-States, <=50K
37, Self-emp-inc,1, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1,60, United-States, >50K
74, State-gov,1, 7th-8th,4, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,1,20, United-States, <=50K
46, State-gov,1, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,1,70, United-States, >50K
51, Private,1, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,-10,1,50, United-States, >50K
33, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,75,1,50, United-States, >50K
30, Private,1, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,17,1,40, Mexico, <=50K
47, Self-emp-inc,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,50, United-States, >50K
49, Private,1, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,1,40, United-States, <=50K
53, Private,1, HS-grad,9, Divorced, Craft-repair, Unmarried, Black, Female,0,1,48, United-States, <=50K
24, Private,1, Assoc-voc,11, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1,40, United-States, <=50K
54, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,50, United-States, <=50K
32, Private,1, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,1,40, United-States, <=50K
45, Private,1, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1,45, United-States, <=50K
46, Self-emp-inc,1, HS-grad,9, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,17,1,45, United-States, <=50K
37, State-gov,1, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0,1,65, United-States, <=50K
48, State-gov,1, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,61, United-States, >50K
25, Private,1, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,1,40, United-States, <=50K
28, ?,1, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,16,1,20, United-States, <=50K
44, ?,1, 12th,8, Separated, ?, Not-in-family, White, Female,0,1,36, Puerto-Rico, <=50K
58, ?,1, Some-college,10, Married-civ-spouse, ?, Husband, Black, Male,0,1,30, United-States, <=50K
27, Private,1, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,1,40, United-States, <=50K
69, Private,1, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Male,0,1,8, United-States, <=50K
38, Private,1, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1,52, United-States, >50K
47, Private,1, 12th,8, Never-married, Adm-clerical, Other-relative, Black, Female,0,1,40, United-States, <=50K
30, Self-emp-not-inc,1, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,1,60, United-States, <=50K
46, Private,1, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,18,1,30, United-States, <=50K
27, Private,1, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,1,45, United-States, <=50K
19, Private,1, Some-college,10, Never-married, Sales, Own-child, White, Male,0,1,35, United-States, <=50K
18, Private,1, HS-grad,9, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Female,16,1,40, United-States, <=50K
24, Private,1, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,50, United-States, >50K
32, Private,1, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,1,40, United-States, <=50K
38, Private,1, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,1,40, United-States, <=50K
19, Private,1, Preschool,1, Never-married, Farming-fishing, Not-in-family, White, Male,0,1,36, Hong, <=50K
28, Private,1, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,1,40, United-States, <=50K
39, Local-gov,1, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,1,55, United-States, <=50K
38, Self-emp-not-inc,1, Some-college,10, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,0,1,60, Japan, <=50K
42, Private,1, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,1,40, United-States, >50K
31, Private,1, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1,40, United-States, >50K
46, Private,1, 9th,5, Separated, Machine-op-inspct, Not-in-family, White, Female,0,1,40, Ireland, <=50K
53, Private,1, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Female,0,1,54, United-States, <=50K
21, Private,1, Assoc-acdm,12, Never-married, Handlers-cleaners, Own-child, White, Male,0,1,15, United-States, <=50K
48, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1,50, United-States, <=50K
46, Private,1, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,16,1,52, United-States, >50K
30, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,45, United-States, <=50K
24, Private,1, HS-grad,9, Never-married, Adm-clerical, Other-relative, Black, Male,0,1,40, Jamaica, <=50K
32, Private,1, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,1,50, United-States, <=50K
30, Private,1, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,1,40, United-States, <=50K
57, State-gov,1, Doctorate,16, Divorced, Prof-specialty, Unmarried, White, Female,0,1,50, United-States, <=50K
56, Private,1, 7th-8th,4, Never-married, Adm-clerical, Not-in-family, White, Male,0,1,40, United-States, <=50K
27, Private,1, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Black, Female,0,1,37, United-States, <=50K
38, Private,1, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,40, Iran, <=50K
19, Private,1, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,1,40, United-States, <=50K
61, Self-emp-not-inc,1, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1,50, United-States, >50K
49, Private,1, Assoc-voc,11, Divorced, Tech-support, Unmarried, White, Female,0,1,40, United-States, <=50K
28, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,38, United-States, <=50K
50, Self-emp-inc,1, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,55, United-States, >50K
43, Private,1, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,84, United-States, >50K
34, Private,1, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,1,48, United-States, <=50K
28, Private,1, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
31, Private,1, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
55, Private,1, HS-grad,9, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,1,44, United-States, <=50K
26, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1,45, United-States, >50K
51, Local-gov,1, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,1,40, United-States, >50K
35, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
42, Private,1, Assoc-acdm,12, Married-spouse-absent, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,1,31, Laos, <=50K
63, ?,1, Doctorate,16, Married-civ-spouse, ?, Husband, White, Male,0,1,12, United-States, <=50K
31, Private,1, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,1,30, United-States, <=50K
22, Local-gov,1, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,1,20, United-States, <=50K
67, Private,1, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,1,60, United-States, <=50K
50, ?,1, 9th,5, Married-civ-spouse, ?, Husband, White, Male,0,1,50, United-States, <=50K
63, Private,1, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,1,24, United-States, <=50K
31, Private,1, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,40, United-States, >50K
17, Private,1, 11th,7, Never-married, Prof-specialty, Own-child, White, Male,0,1,40, United-States, <=50K
41, Local-gov,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1,40, United-States, <=50K
53, Local-gov,1, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,38, United-States, <=50K
44, Local-gov,1, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,1,99, United-States, <=50K
24, Private,1, Bachelors,13, Never-married, Farming-fishing, Not-in-family, White, Male,0,1,40, United-States, <=50K
35, Private,1, Assoc-voc,11, Divorced, Tech-support, Own-child, White, Male,0,1,35, United-States, <=50K
61, Private,1, Some-college,10, Married-civ-spouse, Tech-support, Wife, White, Female,0,1,40, United-States, >50K
31, Private,1, Assoc-acdm,12, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,1,40, Philippines, <=50K
44, Private,1, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,26,1,40, United-States, >50K
56, Private,1, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1,36, United-States, >50K
66, Private,1, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,0,1,40, United-States, <=50K
45, Private,1, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1,40, Vietnam, <=50K
69, Self-emp-not-inc,1, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,100,1,45, United-States, >50K
64, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
38, Private,1, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1,36, United-States, >50K
43, Local-gov,1, Some-college,10, Separated, Craft-repair, Not-in-family, Black, Male,0,1,40, United-States, <=50K
37, Private,1, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,1,49, United-States, <=50K
19, Private,1, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,1,16, United-States, <=50K
59, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, United-States, <=50K
50, Federal-gov,1, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1,40, United-States, <=50K
33, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,50, United-States, >50K
56, Private,1, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,1,45, United-States, >50K
28, Private,1, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,1,40, United-States, <=50K
27, Private,1, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1,34, United-States, <=50K
42, Private,1, Masters,14, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1,40, ?, <=50K
34, Private,1, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,1,40, United-States, <=50K
19, Private,1, 11th,7, Never-married, Sales, Own-child, White, Male,0,1,30, United-States, <=50K
68, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, United-States, >50K
28, Private,1, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,38, United-States, >50K
81, ?,1, Some-college,10, Widowed, ?, Unmarried, White, Female,0,1,4, United-States, <=50K
22, Self-emp-not-inc,1, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,1,40, United-States, <=50K
58, Private,1, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Female,0,1,40, United-States, <=50K
31, Private,1, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,1,25, United-States, <=50K
17, Local-gov,1, 11th,7, Never-married, Protective-serv, Own-child, White, Male,0,1,30, United-States, <=50K
25, Private,1, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,53,1,50, United-States, >50K
23, Private,1, Some-college,10, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,1,23, United-States, <=50K
25, Private,1, 12th,8, Never-married, Other-service, Other-relative, White, Male,0,1,40, United-States, <=50K
47, Private,1, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,1,40, United-States, <=50K
39, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1,60, United-States, >50K
44, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
46, Private,1, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,40, United-States, >50K
38, Self-emp-not-inc,1, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1,35, United-States, <=50K
23, Private,1, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,1,30, United-States, <=50K
34, Private,1, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,1,35, United-States, <=50K
33, Private,1, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,1,40, United-States, >50K
38, Private,1, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,1,20, United-States, <=50K
52, Self-emp-not-inc,1, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, United-States, <=50K
50, Private,1, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,1,33, United-States, <=50K
38, Private,1, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,-12,1,45, United-States, >50K
35, Private,1, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,1,40, United-States, <=50K
67, Self-emp-not-inc,1, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,53,1,35, United-States, >50K
60, Private,1, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,38,1,40, United-States, >50K
44, Private,1, HS-grad,9, Never-married, Sales, Other-relative, White, Female,0,1,15, United-States, <=50K
38, Self-emp-not-inc,1, HS-grad,9, Divorced, Farming-fishing, Own-child, White, Male,0,1,50, United-States, <=50K
29, Private,1, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,40, United-States, >50K
65, Private,1, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,28,1,50, United-States, >50K
33, Private,1, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,1,40, United-States, <=50K
29, ?,1, HS-grad,9, Never-married, ?, Not-in-family, White, Male,0,1,40, United-States, <=50K
18, Private,1, 11th,7, Never-married, Sales, Own-child, White, Female,0,1,30, United-States, <=50K
43, Private,1, Prof-school,15, Divorced, Exec-managerial, Not-in-family, White, Male,0,1,40, United-States, <=50K
42, Private,1, Assoc-voc,11, Divorced, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,1,40, United-States, <=50K
42, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,40, United-States, <=50K
32, Private,1, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1,30, United-States, <=50K
36, Private,1, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Female,0,1,40, United-States, <=50K
41, State-gov,1, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1,40, United-States, >50K
30, Private,1, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,1,40, United-States, <=50K
21, Private,1, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,1,35, United-States, <=50K
33, Private,1, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1,40, United-States, >50K
19, ?,1, Some-college,10, Never-married, ?, Own-child, White, Male,0,1,15, United-States, <=50K
19, Private,1, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,1,25, United-States, <=50K
35, Private,1, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,1,40, United-States, <=50K
43, Private,1, HS-grad,9, Divorced, Tech-support, Unmarried, Black, Female,0,1,35, United-States, <=50K
45, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1,24, United-States, <=50K
25, Private,1, Bachelors,13, Never-married, Exec-managerial, Own-child, Black, Male,0,1,50, United-States, <=50K
39, Self-emp-not-inc,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, United-States, <=50K
26, Private,1, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,1,40, United-States, <=50K
60, Private,1, Masters,14, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,10, United-States, <=50K
52, Local-gov,1, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1,40, United-States, >50K
22, Private,1, 12th,8, Never-married, Transport-moving, Unmarried, White, Male,0,1,30, United-States, <=50K
23, Private,1, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,1,40, United-States, <=50K
46, Private,1, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,1,40, United-States, <=50K
34, Self-emp-not-inc,1, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1,30, United-States, <=50K
39, Private,1, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,50, United-States, >50K
38, Private,1, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,1,40, United-States, <=50K
56, Self-emp-not-inc,1, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,25, United-States, <=50K
55, Federal-gov,1, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,1,40, United-States, <=50K
40, Private,1, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,38,1,40, United-States, >50K
23, Private,1, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1,40, United-States, <=50K
39, Private,1, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,1,40, United-States, <=50K
24, Private,1, Bachelors,13, Married-civ-spouse, Sales, Husband, Black, Male,0,1,30, United-States, <=50K
51, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1,40, United-States, >50K
47, Self-emp-inc,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,50, Cuba, >50K
25, Self-emp-not-inc,1, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,1,50, United-States, <=50K
34, Private,1, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,55, United-States, >50K
18, Private,1, 11th,7, Never-married, Sales, Own-child, Black, Female,-8,1,20, United-States, <=50K
19, Private,1, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,1,28, United-States, <=50K
32, Private,1, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,0,1,40, United-States, <=50K
49, Private,1, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1,40, United-States, >50K
40, ?,1, 7th-8th,4, Separated, ?, Not-in-family, White, Female,0,1,8, United-States, <=50K
43, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,55, United-States, <=50K
71, Self-emp-inc,1, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,500,1,40, United-States, >50K
59, Private,1, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Male,0,1,40, United-States, <=50K
32, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1,40, United-States, >50K
25, Private,1, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,1,40, United-States, <=50K
32, Private,1, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, Ireland, <=50K
17, Private,1, 11th,7, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,1,15, United-States, <=50K
57, Self-emp-inc,1, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,35, United-States, >50K
17, Self-emp-not-inc,1, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,1,15, United-States, <=50K
27, Private,1, Bachelors,13, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,1,40, Philippines, <=50K
41, Local-gov,1, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1,40, United-States, <=50K
62, ?,1, Doctorate,16, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Male,0,1,40, United-States, >50K
19, Private,1, 11th,7, Never-married, Sales, Not-in-family, White, Female,0,1,25, United-States, <=50K
41, Private,1, 5th-6th,3, Divorced, Other-service, Unmarried, White, Female,0,1,40, Puerto-Rico, <=50K
39, Private,1, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,1,50, United-States, >50K
30, Private,1, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,1,40, United-States, <=50K
37, Private,1, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,40, United-States, >50K
18, Private,1, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,1,15, United-States, <=50K
40, Self-emp-not-inc,1, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1,45, United-States, >50K
38, Self-emp-inc,1, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,-7,1,60, Cuba, >50K
24, Private,1, HS-grad,9, Never-married, Sales, Other-relative, White, Male,0,1,40, United-States, <=50K
33, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,50, United-States, <=50K
48, Private,1, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1,40, United-States, <=50K
